Prix,year,origin,firstCirculationDate,firstHand,energy,gearbox,externalColor,doors,critAir,owners,mileage_value,co2_value,powerDIN_value,ratedHorsePower_value
28600.0,2021,France,2021-12-29,Non,Diesel,Automatique,gris,5.0,2,2.0,56397,135,150,8
54680.0,2019,France,2020-09-01,Non,Essence,Automatique,blanc,5.0,1,2.0,52643,164,230,14
16120.0,2021,France,2022-12-01,Oui,Diesel,Manuelle,platine,5.0,2,2.0,94263,119,116,6
28780.0,2024,Importé,2024-11-11,Non,Essence,Automatique,jaune,5.0,1,2.0,11,123,100,5
22180.0,2022,Importé,2022-10-23,Non,Essence,Automatique,noir,5.0,1,2.0,23380,135,110,6
13510.0,2020,France,2020-10-05,Oui,Diesel,Manuelle,blanc,5.0,2,2.0,85838,102,95,5
31340.0,2023,France,2023-08-08,Non,Essence,Automatique,rouge,5.0,1,2.0,3920,123,100,5
27260.0,2021,France,2021-08-10,Non,Electrique,Automatique,Rouge,5.0,0,2.0,60760,123,122,4
242280.0,2021,Importé,2021-03-21,Non,Essence,Automatique,noir metal,2.0,1,2.0,14280,242,450,34
18080.0,2020,France,2020-02-05,Oui,Diesel,Manuelle,gris metal,5.0,2,2.0,80620,104,102,5
12480.0,2020,France,2020-10-19,Oui,Diesel,Manuelle,blanc,5.0,2,2.0,151736,86,102,5
69310.0,2018,France,2018-08-18,Oui,Diesel,Automatique,marron,5.0,2,2.0,62525,167,301,19
202930.0,2021,Importé,2021-08-13,Non,Essence,Automatique,noir verni,2.0,1,2.0,23749,242,450,34
18170.0,2023,Importé,2023-02-18,Oui,Essence,Manuelle,jaune,5.0,1,2.0,1476,119,75,4
58980.0,2021,France,2021-02-18,Non,Hybride essence électrique,Automatique,gris,4.0,1,2.0,45805,40,184,10
35520.0,2020,France,2020-10-11,Oui,Essence,Automatique,gris,5.0,1,2.0,60835,128,150,8
52060.0,2017,France,2017-12-08,Oui,Hybride essence électrique,Automatique,noir,5.0,1,2.0,60222,127,263,15
69310.0,2022,France,2022-08-11,Non,Diesel,Automatique,NOIR MYTHIC METALLISE,5.0,2,2.0,65297,167,204,11
21920.0,2022,France,2022-10-19,Oui,Diesel,Manuelle,gris,5.0,2,2.0,43963,122,120,6
22380.0,2020,France,2021-01-27,Oui,Diesel,Manuelle,blanc,4.0,2,2.0,111170,174,95,5
19820.0,2020,France,2020-11-30,Non,Diesel,Manuelle,rouge,5.0,2,3.0,57448,112,116,6
32680.0,2022,France,2022-03-07,Non,Diesel,Automatique,blanc,5.0,2,3.0,15352,120,131,7
46280.0,2024,France,2024-07-21,Non,Essence,Automatique,gris,5.0,1,3.0,12,141,160,8
31470.0,2022,Importé,2022-11-25,Oui,Essence,Automatique,blanc metal,5.0,1,3.0,64273,147,150,8
34220.0,2021,France,2021-09-20,Non,Hybride essence électrique,Automatique,blanc nacre,5.0,1,3.0,34628,32,181,8
22840.0,2024,Importé,2025-04-01,Non,Essence,Manuelle,bleu,5.0,1,3.0,600,121,110,6
33370.0,2023,France,2023-11-15,Non,Diesel,Manuelle,platine,5.0,2,3.0,1,129,131,7
29740.0,2022,France,2022-05-05,Non,Electrique,Automatique,Blanc Glacier/Summit White,5.0,0,2.0,29089,0,78,4
50160.0,2020,France,2020-07-19,Oui,Diesel,Automatique,noir,5.0,2,2.0,71057,138,286,17
20600.0,2020,France,2021-06-01,Oui,Diesel,Automatique,gris clair,5.0,2,2.0,18710,110,120,6
40640.0,2021,France,2021-07-20,Non,Hybride essence électrique,Automatique,gris,5.0,1,2.0,80561,30,200,9
34780.0,2023,France,2023-12-06,Non,Diesel,Automatique,rouge,5.0,2,2.0,6541,120,131,7
38130.0,2024,France,2024-02-11,Oui,Hybride essence électrique,Automatique,noir,5.0,1,2.0,1,23,180,8
28040.0,2023,Importé,2023-06-21,Non,Essence,Automatique,gris,5.0,1,2.0,10940,128,136,7
18870.0,2024,France,2024-01-02,Oui,Essence,Manuelle,rouge,5.0,1,2.0,1,116,91,5
31220.0,2023,France,2024-03-01,Non,Essence,Automatique,platine,5.0,1,2.0,23,121,130,7
33580.0,2024,France,2024-03-09,Oui,Essence,Automatique,noir,5.0,1,2.0,4620,146,131,7
19360.0,2021,France,2021-07-15,Oui,Diesel,Manuelle,blanc metal,5.0,2,2.0,86571,127,102,5
18060.0,2017,France,2017-08-30,Non,Essence,Manuelle,blanc,5.0,1,2.0,51164,104,131,6
23350.0,2018,France,2019-01-01,Non,Essence,Automatique,BLANC,5.0,1,2.0,115119,127,131,7
32920.0,2019,France,2019-05-18,Non,Essence,Manuelle,bleu,5.0,1,2.0,55814,178,275,17
39570.0,2020,Importé,2020-09-09,Oui,Diesel,Automatique,gris,5.0,1,2.0,70128,124,190,10
13300.0,2017,France,2017-08-29,Non,Diesel,Manuelle,GRIS CLAIR,5.0,2,2.0,113767,96,120,6
34740.0,2021,France,2021-07-10,Non,Diesel,Automatique,GRIS AMAZONITE,5.0,2,3.0,50506,136,131,6
30730.0,2021,France,2021-06-06,Oui,Electrique,Automatique,BLANC,5.0,0,3.0,36747,0,78,4
35820.0,2023,France,2023-02-16,Non,Essence,Automatique,Peinture brillante Arktis,5.0,1,1.0,6707,134,131,7
185480.0,2020,Importé,2020-03-13,Non,Essence,Automatique,gris quartz metal,2.0,1,2.0,15080,205,450,34
16220.0,2022,France,2022-05-20,Oui,Essence,Manuelle,NOIR,5.0,1,2.0,31642,123,83,4
47850.0,2020,France,2020-02-25,Non,Electrique,Automatique,gris metal,5.0,0,3.0,66946,0,234,10
39020.0,2023,Importé,2023-01-11,Oui,Essence,Automatique,blanc,5.0,1,3.0,17904,143,130,7
12420.0,2012,France,2012-12-29,Non,Diesel,Manuelle,blanc verni,5.0,2,3.0,161766,129,112,6
13460.0,2018,Importé,2018-09-16,Non,Essence,Manuelle,gris,5.0,1,3.0,72424,105,90,5
31300.0,2023,France,2023-08-05,Oui,Essence,Manuelle,Gris,5.0,1,3.0,15080,146,140,7
173200.0,2020,France,2020-10-02,Non,Essence,Automatique,noir metal,2.0,1,4.0,22541,205,450,34
35930.0,2023,Importé,2023-05-06,Non,Diesel,Manuelle,gris,5.0,1,4.0,115,132,130,7
35930.0,2023,Importé,2023-05-06,Non,Diesel,Manuelle,gris,5.0,1,4.0,115,132,130,7
61080.0,2021,France,2021-08-11,Non,Hybride essence électrique,Automatique,noir metal,5.0,1,1.0,55574,55,303,17
43730.0,2023,France,2023-08-28,Non,Diesel,Automatique,gris,5.0,2,1.0,13,136,131,7
63110.0,2018,France,2018-11-03,Non,Essence,Automatique,noir,5.0,1,1.0,86428,189,354,24
20500.0,2021,France,2021-02-24,Non,Diesel,Manuelle,BLANC,5.0,2,2.0,48050,122,110,6
29400.0,2021,France,2021-09-15,Non,Essence,Automatique,blanc,5.0,1,2.0,65242,109,131,6
23380.0,2020,France,2020-05-27,Oui,Diesel,Manuelle,gris metal,5.0,2,2.0,112949,129,120,6
49980.0,2022,France,2022-01-03,Oui,Hybride essence électrique,Automatique,BLANC,5.0,1,2.0,15448,32,181,10
29980.0,2020,France,2020-08-31,Oui,Electrique,Automatique,noir,5.0,0,2.0,82068,32,39,1
13840.0,2019,Importé,2019-10-17,Non,Essence,Manuelle,brun,5.0,1,2.0,43229,125,90,5
24900.0,2020,France,2020-07-05,Oui,Diesel,Manuelle,blanc,4.0,2,2.0,99360,154,131,7
19060.0,2017,France,2017-06-26,Non,Diesel,Manuelle,gris,5.0,2,2.0,98474,111,150,8
19060.0,2017,France,2017-06-26,Non,Diesel,Manuelle,gris,5.0,2,2.0,98474,111,150,8
21450.0,2021,France,2021-05-24,Non,Diesel,Manuelle,BLANC BANQUISE,5.0,2,1.0,112860,139,131,7
29360.0,2019,France,2019-08-30,Non,Essence,Automatique,blanc,5.0,1,1.0,36873,119,150,8
147040.0,2017,Importé,2017-09-26,Non,Essence,Automatique,gris quartz metal,2.0,1,1.0,46652,180,420,30
36140.0,2022,France,2022-11-27,Oui,Electrique,Automatique,blanc verni,5.0,0,1.0,54255,180,136,7
10980.0,2017,Importé,2017-12-30,Non,Diesel,Automatique,gris metal,5.0,2,1.0,110134,92,90,4
26860.0,2021,France,2021-06-27,Non,Essence,Automatique,blanc,5.0,1,2.0,15892,145,131,7
16520.0,2020,France,2020-03-17,Non,Diesel,Manuelle,Gris,5.0,2,2.0,116144,123,110,6
23420.0,2017,France,2017-08-10,Non,Diesel,Automatique,gris foncé,5.0,2,3.0,65463,107,110,5
13560.0,2016,France,2016-04-20,Non,Diesel,Manuelle,beige,5.0,2,2.0,121421,98,110,5
25510.0,2020,France,2020-08-13,Non,Diesel,Manuelle,BLANC,5.0,2,3.0,92855,122,150,8
51150.0,2016,Importé,2016-07-28,Oui,Essence,Automatique,gris metal,4.0,1,3.0,53550,172,333,22
32510.0,2024,Importé,2024-12-24,Non,Essence,Automatique,noir,5.0,1,3.0,12,133,110,6
28600.0,2021,France,2021-10-25,Oui,Essence,Automatique,blanc,5.0,1,3.0,51619,140,155,8
30580.0,2023,Importé,2023-12-30,Non,Essence,Automatique,gris,5.0,1,3.0,11223,128,136,7
17920.0,2019,France,2019-03-27,Non,Essence,Manuelle,blanc,5.0,1,2.0,91736,112,131,7
38700.0,2024,France,2024-03-29,Oui,Diesel,Manuelle,blanc,4.0,2,2.0,1,190,145,7
24160.0,2016,France,2016-02-10,Oui,Essence,Automatique,gris metal,5.0,1,2.0,42879,129,192,10
43180.0,2024,France,2024-05-30,Oui,Diesel,Automatique,rouge,5.0,2,2.0,11,129,150,8
18060.0,2013,France,2013-12-18,Oui,Diesel,Automatique,noir,5.0,2,2.0,203381,156,177,10
39260.0,2019,France,2019-09-30,Oui,Hybride essence électrique,Automatique,gris metal,4.0,1,2.0,77350,47,184,8
38120.0,2023,Importé,2023-04-19,Non,Essence,Automatique,blanc,5.0,1,2.0,22128,147,136,7
36460.0,2021,France,2022-01-30,Non,Hybride essence électrique,Automatique,blanc nacre,5.0,1,2.0,23391,119,152,7
30070.0,2023,France,2023-03-03,Non,Essence,Automatique,gris,5.0,1,2.0,27465,133,110,6
16030.0,2022,France,2022-10-25,Oui,Essence,Manuelle,GRIS ACIER TOIT NOIR,5.0,1,2.0,47977,124,110,6
46400.0,2017,Importé,2017-07-08,Non,Diesel,Automatique,noir verni,5.0,2,2.0,141520,177,340,23
61460.0,2020,France,2020-08-28,Oui,Diesel,Automatique,NOIR,5.0,2,2.0,45690,155,265,16
48230.0,2023,France,2023-09-07,Oui,Diesel,Automatique,gris,5.0,2,2.0,25654,127,150,8
39340.0,2020,Importé,2020-02-12,Oui,Diesel,Automatique,gris foncé,5.0,2,2.0,46430,143,150,8
34570.0,2019,France,2019-10-28,Non,Diesel,Automatique,BLANC NACRÉ,5.0,2,2.0,84195,124,177,9
28070.0,2024,France,2025-09-01,Non,Essence,Manuelle,gris foncé,5.0,1,2.0,12,140,130,7
47370.0,2019,France,2019-07-29,Non,Diesel,Automatique,bleu,4.0,2,2.0,78288,235,200,13
16630.0,2019,France,2019-05-08,Non,Diesel,Automatique,blanc metal,5.0,2,3.0,171495,102,116,6
28390.0,2022,France,2022-06-18,Non,Essence,Automatique,noir,5.0,1,2.0,56019,136,131,7
27160.0,2021,France,2022-04-01,Non,Essence,Automatique,Noir,5.0,1,1.0,32069,136,150,8
24070.0,2020,France,2020-05-16,Oui,Essence,Manuelle,gris,5.0,1,1.0,105383,118,131,7
23160.0,2016,France,2016-10-31,Non,Diesel,Automatique,gris,5.0,2,3.0,74842,101,109,5
175980.0,2023,France,2023-02-12,Oui,Essence,Automatique,gris,5.0,1,3.0,32855,296,600,53
57610.0,2024,France,2024-07-27,Non,Diesel,Automatique,gris,5.0,2,3.0,11,132,150,8
11360.0,2017,Importé,2017-03-31,Non,Essence,Manuelle,blanc,5.0,1,3.0,57500,115,80,4
24400.0,2023,France,2023-09-11,Oui,Essence,Manuelle,gris,5.0,1,3.0,18094,124,110,6
34490.0,2023,France,2023-12-18,Non,Essence,Automatique,GRIS FONCE,5.0,1,1.0,20207,138,131,7
37180.0,2023,France,2024-08-01,Non,Diesel,Automatique,noir metal,5.0,2,2.0,28583,149,116,6
68560.0,2024,France,2024-07-14,Oui,Hybride essence électrique,Automatique,gris foncé metal,5.0,1,2.0,16350,149,300,11
19530.0,2015,France,2015-02-22,Non,Diesel,Manuelle,gris metal,5.0,2,2.0,125235,138,110,6
34590.0,2018,Importé,2018-06-25,Non,Diesel,Automatique,noir metal,5.0,2,2.0,151974,149,218,13
88380.0,2013,Importé,2013-12-15,Non,Essence,Manuelle,blanc verni,2.0,2,2.0,41182,149,700,35
29380.0,1993,France,1993-09-07,Non,Essence,Manuelle,gris verni,2.0,2,2.0,9440,149,49,7
24380.0,2022,France,2022-03-17,Non,Bicarburation essence GPL,Manuelle,orange,5.0,1,2.0,26280,128,101,5
31610.0,2023,France,2023-10-23,Non,Essence,Automatique,GRIS FONCE,5.0,1,1.0,25067,131,131,7
35270.0,2020,Importé,2020-12-13,Oui,Diesel,Automatique,bleu foncé,4.0,1,1.0,94257,131,240,14
21830.0,2020,France,2020-09-14,Non,Essence,Manuelle,gris clair,5.0,1,1.0,89329,106,110,5
231990.0,2023,Importé,2023-02-08,Oui,Essence,Automatique,noir mat,2.0,1,1.0,22644,264,535,5
13030.0,2017,France,2017-07-28,Non,Essence,Manuelle,marron clair metal,5.0,1,2.0,97216,115,131,7
45340.0,2020,France,2020-07-18,Oui,Diesel,Automatique,gris,5.0,2,2.0,58320,141,190,11
18680.0,2021,France,2021-07-15,Oui,Essence,Automatique,blanc verni,5.0,1,2.0,32582,97,101,5
33320.0,2020,France,2020-07-29,Oui,Diesel,Automatique,blanc,5.0,2,2.0,64065,116,150,8
44240.0,2023,France,2023-04-12,Oui,Diesel,Automatique,Blanc,4.0,2,2.0,3,194,144,7
21410.0,2019,France,2019-07-25,Oui,Diesel,Manuelle,marron metal,5.0,2,2.0,35631,105,116,6
32650.0,2023,France,2023-12-24,Non,Essence,Manuelle,BLANC BANQUISE,5.0,1,1.0,22481,139,131,7
27970.0,2022,France,2022-04-19,Oui,Diesel,Manuelle,blanc,5.0,2,1.0,27985,117,110,6
43090.0,2020,France,2020-07-17,Non,Diesel,Automatique,noir,5.0,2,1.0,72486,151,180,10
43080.0,2020,France,2020-11-11,Oui,Essence,Automatique,noir,5.0,1,1.0,38520,130,190,10
24360.0,2022,France,2022-04-08,Oui,Diesel,Manuelle,NOIR,5.0,2,1.0,54521,114,110,6
124870.0,2016,France,2016-04-27,Non,Essence,Automatique,Noir,2.0,1,3.0,36875,114,510,41
15930.0,2016,France,2016-09-07,Non,Essence,Manuelle,orange,5.0,1,2.0,66384,103,110,5
23180.0,2020,France,2021-03-01,Non,Diesel,Manuelle,marron,5.0,2,2.0,113543,112,102,5
14060.0,2021,France,2021-02-22,Oui,Diesel,Manuelle,platine,5.0,2,2.0,61487,110,86,4
14060.0,2021,France,2021-02-22,Oui,Diesel,Manuelle,platine,5.0,2,2.0,61487,110,86,4
12090.0,2016,France,2016-09-05,Non,Diesel,Manuelle,blanc,5.0,2,2.0,172161,125,114,6
24450.0,2019,France,2019-05-27,Oui,Diesel,Manuelle,gris metal,5.0,2,2.0,22308,105,116,6
23880.0,2017,France,2017-03-13,Non,Essence,Manuelle,blanc verni,2.0,1,2.0,78000,148,140,8
30130.0,2022,France,2022-02-23,Non,Hybride essence électrique,Automatique,gris,5.0,1,2.0,51365,34,93,5
22640.0,2022,France,2022-09-10,Non,Essence,Manuelle,ARTENSE TOIT NOIR,5.0,1,2.0,29051,134,110,6
28840.0,2023,France,2023-07-07,Non,Essence,Automatique,blanc verni,5.0,1,1.0,27490,150,140,7
31760.0,2023,Importé,2023-09-28,Non,Hybride essence électrique,Manuelle,gris,5.0,1,1.0,12939,146,140,7
30910.0,2019,France,2019-05-06,Oui,Diesel,Automatique,gris,5.0,2,1.0,107903,159,180,11
20650.0,2023,France,2023-05-31,Non,Bicarburation essence GPL,Manuelle,vert,5.0,1,1.0,12,108,101,5
28030.0,2023,France,2023-11-18,Oui,Essence,Manuelle,Gris,5.0,1,1.0,14274,124,110,6
26660.0,2020,France,2020-10-13,Oui,Diesel,Manuelle,blanc,5.0,2,1.0,112642,124,150,8
35270.0,2024,Importé,2024-03-13,Non,Hybride essence électrique,Automatique,gris,5.0,1,1.0,12,111,122,5
31880.0,2019,France,2019-05-03,Oui,Diesel,Manuelle,gris anthracite metal,5.0,2,1.0,46385,145,125,7
28060.0,2021,France,2022-01-01,Non,Diesel,Automatique,orange,5.0,2,2.0,41293,128,131,7
23380.0,2020,France,2020-05-03,Oui,Diesel,Manuelle,blanc,4.0,2,2.0,116133,174,95,5
24030.0,2020,France,2021-04-01,Oui,Essence,Manuelle,gris,5.0,1,2.0,87448,118,131,7
38030.0,2024,France,2024-06-05,Oui,Diesel,Manuelle,blanc,4.0,2,2.0,1,176,130,7
149380.0,2020,France,2020-02-03,Non,Essence,Automatique,gris anthracite,2.0,1,2.0,25185,176,476,38
229230.0,2021,Importé,2022-02-01,Non,Essence,Automatique,noir verni,2.0,1,2.0,9638,237,450,34
26320.0,2023,France,2023-08-06,Non,Essence,Manuelle,gris,5.0,1,2.0,18391,121,131,7
156540.0,2018,France,2018-08-28,Non,Essence,Automatique,blanc,2.0,1,2.0,50380,190,450,34
34860.0,2023,France,2023-10-27,Oui,Essence,Automatique,GRIS PLATINIUM,5.0,1,2.0,29199,131,131,7
26640.0,2020,France,2020-10-02,Non,Essence,Manuelle,blanc,5.0,1,2.0,59012,102,116,6
45180.0,2023,France,2023-10-13,Non,Diesel,Automatique,Gris,5.0,2,1.0,29244,143,150,8
18520.0,2023,Importé,2023-12-03,Non,Essence,Manuelle,gris,5.0,1,1.0,23130,123,83,4
36280.0,2020,France,2020-12-14,Oui,Diesel,Automatique,noir,5.0,2,1.0,68346,129,150,8
38590.0,2023,France,2024-03-01,Non,Diesel,Automatique,CRISTAL PEARL,5.0,2,1.0,12,125,130,7
28580.0,2020,Importé,2020-12-15,Oui,Diesel,Automatique,noir,5.0,2,1.0,35514,145,150,8
29940.0,2020,France,2020-05-10,Non,Essence,Automatique,ROUGE ELIXIR,5.0,1,2.0,32466,114,155,8
16180.0,2020,France,2020-09-28,Oui,Diesel,Manuelle,noir,3.0,2,2.0,61549,99,95,5
29670.0,2024,France,2024-07-31,Oui,Essence,Automatique,noir,5.0,1,2.0,1,130,131,7
31330.0,2021,France,2021-10-11,Oui,Diesel,Manuelle,Bleu,5.0,2,2.0,48832,149,150,8
49620.0,2024,France,2024-07-26,Non,Hybride essence électrique,Automatique,blanc,5.0,1,2.0,12,104,130,7
39760.0,2023,Importé,2023-11-22,Non,Diesel,Automatique,gris,5.0,1,2.0,8808,149,116,6
16070.0,2019,France,2019-08-26,Non,Diesel,Manuelle,Blanc,4.0,2,2.0,64975,104,75,6
19190.0,2018,France,2018-01-07,Non,Diesel,Manuelle,NOIR,5.0,2,2.0,113653,115,120,6
23520.0,2023,Importé,2023-11-13,Non,Hybride essence électrique,Manuelle,rouge,3.0,1,2.0,12,113,70,4
36280.0,2023,France,2023-12-23,Oui,Essence,Automatique,gris clair,5.0,1,2.0,32984,131,131,7
26140.0,2021,France,2022-01-26,Oui,Diesel,Manuelle,blanc,5.0,2,2.0,33572,144,102,5
26420.0,2021,France,2021-09-12,Non,Essence,Automatique,blanc,5.0,1,2.0,39844,125,154,8
53390.0,2024,France,2024-07-07,Oui,Hybride essence électrique,Automatique,blanc metal,5.0,1,2.0,5450,104,200,7
69530.0,2021,France,2022-01-19,Oui,Hybride essence électrique,Automatique,bleu,5.0,1,2.0,90542,69,301,17
11980.0,2013,France,2013-12-15,Non,Diesel,Manuelle,blanc,2.0,2,2.0,116866,126,110,6
43660.0,2023,France,2023-12-20,Non,Diesel,Automatique,bleu,5.0,2,1.0,23150,136,136,7
37780.0,2009,France,2009-02-19,Non,Diesel,Manuelle,blanc,2.0,2,1.0,83685,136,131,8
14830.0,2019,Importé,2019-10-14,Non,Essence,Manuelle,gris,5.0,1,1.0,96876,103,110,6
30400.0,2021,France,2021-02-13,Oui,Diesel,Manuelle,BLANC,5.0,2,1.0,82927,102,131,6
18750.0,2019,France,2019-05-05,Oui,Diesel,Manuelle,blanc,5.0,2,1.0,79869,95,110,5
31010.0,2023,Importé,2023-06-30,Non,Essence,Automatique,gris,5.0,1,1.0,15266,129,130,7
28670.0,2023,Importé,2023-02-23,Non,Essence,Automatique,gris,5.0,1,1.0,12,136,130,7
40360.0,2021,France,2021-10-07,Oui,Hybride essence électrique,Automatique,blanc,5.0,1,1.0,42469,31,181,10
43190.0,2023,France,2024-01-27,Non,Essence,Automatique,Mythosschwarz Metallic,5.0,1,1.0,20406,130,150,8
21250.0,2020,France,2020-02-14,Non,Essence,Manuelle,blanc,5.0,1,3.0,29414,108,95,5
31300.0,2016,France,2016-05-15,Oui,Diesel,Manuelle,gris,3.0,2,3.0,39024,149,125,7
24390.0,2023,France,2023-04-25,Non,Essence,Manuelle,gris,5.0,1,3.0,15112,121,131,7
18200.0,2016,France,2016-03-19,Non,Diesel,Manuelle,noir metal,5.0,2,2.0,156842,116,110,6
36050.0,2023,France,2023-06-25,Oui,Diesel,Automatique,Noir,5.0,2,2.0,20091,127,150,8
39840.0,2020,France,2020-06-04,Oui,Diesel,Automatique,bleu,5.0,2,2.0,99669,151,180,10
52060.0,2021,France,2021-03-24,Oui,Hybride essence électrique,Automatique,gris foncé,5.0,1,2.0,9074,33,200,9
143710.0,1999,France,1999-04-22,Non,Essence,Manuelle,gris,2.0,3,2.0,208320,301,286,21
47580.0,2018,France,2018-04-03,Non,Essence,Automatique,blanc verni,5.0,1,3.0,142130,209,340,23
23050.0,2016,France,2016-09-10,Non,Essence,Automatique,Gris,3.0,1,4.0,152378,122,192,10
14880.0,2017,France,2017-05-05,Oui,Diesel,Manuelle,marron,5.0,2,4.0,137688,99,110,5
33330.0,2021,France,2021-12-11,Oui,Diesel,Automatique,marron,5.0,2,4.0,97980,148,131,7
18170.0,2021,France,2021-12-31,Oui,Essence,Manuelle,gris foncé,5.0,1,4.0,46835,97,101,5
80580.0,2023,Importé,2023-02-22,Non,Diesel,Automatique,blanc verni,5.0,2,4.0,15165,97,286,17
164190.0,2018,Importé,2018-11-28,Non,Essence,Automatique,noir metal,2.0,1,4.0,19822,214,450,34
28110.0,2020,France,2020-05-20,Oui,Diesel,Manuelle,rouge,5.0,2,4.0,90526,111,131,7
40440.0,2022,Importé,2022-12-22,Non,Essence,Automatique,blanc,5.0,1,4.0,61444,150,130,7
58610.0,2022,France,2022-04-20,Oui,Hybride essence électrique,Automatique,clair nacre,5.0,1,4.0,16500,31,200,11
26380.0,2020,France,2020-08-18,Oui,Essence,Automatique,bleu,5.0,1,4.0,29680,128,181,10
45580.0,2020,France,2020-07-02,Non,Essence,Automatique,blanc,5.0,1,3.0,110400,176,301,19
24060.0,2023,France,2023-12-24,Oui,Essence,Manuelle,BLEU FONCE,5.0,1,3.0,16205,136,110,6
48650.0,2024,France,2024-06-22,Non,Diesel,Automatique,Noir,5.0,2,3.0,530,119,150,8
26100.0,2020,France,2021-01-01,Oui,Essence,Automatique,platine,5.0,1,3.0,60105,109,131,6
19700.0,2020,France,2020-04-08,Oui,Diesel,Manuelle,blanc,5.0,2,3.0,96155,109,102,5
44050.0,2024,France,2024-07-02,Non,Diesel,Automatique,noir,5.0,2,1.0,6780,109,130,7
44620.0,1966,Importé,1966-01-13,Non,Essence,Manuelle,blanc,2.0,2,1.0,84000,109,220,27
29630.0,2021,France,2021-09-28,Non,Essence,Automatique,blanc verni,5.0,1,2.0,66482,151,131,6
258110.0,2021,Importé,2021-10-10,Non,Essence,Automatique,gris clair metal,2.0,1,2.0,29631,244,450,34
76680.0,2021,France,2021-05-18,Non,Electrique,Automatique,gris,5.0,0,2.0,45528,0,215,9
76680.0,2021,France,2021-05-18,Non,Electrique,Automatique,gris,5.0,0,2.0,45528,0,215,9
16380.0,2019,France,2019-11-23,Non,Essence,Manuelle,blanc,3.0,1,3.0,65368,115,120,6
33880.0,2015,Importé,2015-07-07,Non,Diesel,Automatique,noir metal,5.0,2,3.0,127916,179,313,20
22530.0,2021,France,2021-06-13,Non,Essence,Manuelle,orange,5.0,1,2.0,44420,102,131,7
51710.0,2022,France,2022-04-25,Oui,Hybride essence électrique,Automatique,gris metal,5.0,1,2.0,15338,43,150,8
17650.0,2019,France,2019-02-04,Non,Essence,Manuelle,gris foncé,5.0,1,2.0,93969,115,131,7
84200.0,2023,France,2023-04-02,Oui,Electrique,Automatique,blanc nacre,5.0,0,2.0,104,0,211,12
13090.0,2020,France,2020-01-03,Oui,Diesel,Manuelle,orange,5.0,2,2.0,81162,111,90,5
16060.0,2020,France,2020-10-04,Oui,Diesel,Manuelle,blanc,5.0,2,2.0,91218,111,90,5
24780.0,2021,France,2021-08-14,Non,Diesel,Manuelle,orange,5.0,2,2.0,60760,118,116,6
33620.0,2021,France,2021-09-15,Non,Diesel,Automatique,noir,5.0,2,2.0,63752,98,131,6
22750.0,2020,France,2021-01-19,Oui,Essence,Automatique,gris foncé,5.0,1,2.0,56897,106,130,6
32170.0,2019,France,2019-08-05,Oui,Essence,Automatique,gris metal,5.0,1,2.0,62010,138,150,8
42690.0,2024,Importé,2024-04-23,Non,Essence,Automatique,noir,5.0,1,2.0,11,136,130,7
26890.0,2023,France,2024-03-01,Oui,Essence,Manuelle,orange,5.0,1,2.0,1966,123,101,5
30730.0,2021,France,2021-03-15,Non,Diesel,Manuelle,blanc,4.0,2,2.0,48891,231,136,8
19780.0,2019,France,2019-02-13,Non,Diesel,Automatique,blanc metal,5.0,2,2.0,77990,112,120,6
19510.0,2021,France,2021-10-26,Non,Diesel,Manuelle,bleu,5.0,2,2.0,37039,96,95,5
18390.0,2023,Importé,2023-07-04,Non,Essence,Manuelle,gris,5.0,1,2.0,10330,122,83,4
136780.0,2010,France,2010-04-09,Oui,Essence,Automatique,bleu metal,2.0,2,2.0,64980,299,460,37
21230.0,2022,France,2022-02-06,Non,Essence,Automatique,noir,5.0,1,2.0,24861,133,110,6
16480.0,2019,France,2019-10-28,Non,Essence,Manuelle,gris anthracite metal,5.0,1,3.0,84435,140,140,8
12860.0,2019,Importé,2019-10-26,Non,Diesel,Manuelle,blanc,3.0,1,3.0,66583,140,75,4
19700.0,2019,Importé,2019-02-17,Non,Diesel,Manuelle,noir,5.0,1,3.0,76487,140,116,5
17170.0,2017,France,2017-08-19,Oui,Essence,Automatique,bleu,5.0,1,3.0,76518,115,131,7
20120.0,2018,France,2018-02-17,Non,Diesel,Manuelle,gris foncé,5.0,2,3.0,136982,122,150,8
110080.0,2022,France,2022-11-16,Non,Hybride diesel électrique,Automatique,Noir,5.0,1,1.0,28884,28,195,11
89280.0,2019,France,2019-10-23,Non,Essence,Automatique,blanc verni,4.0,1,2.0,61380,194,431,32
28900.0,2022,France,2022-10-30,Non,Essence,Automatique,gris,5.0,1,2.0,55272,129,125,6
36610.0,2021,France,2021-06-20,Non,Diesel,Automatique,gris,5.0,2,2.0,57942,137,131,7
29020.0,2020,France,2020-03-08,Non,Essence,Manuelle,platine,5.0,1,2.0,28592,107,100,5
25600.0,2022,Importé,2022-04-26,Non,Essence,Manuelle,noir,5.0,1,2.0,20059,107,110,6
23380.0,2020,France,2020-11-25,Non,Essence,Automatique,gris metal,5.0,1,3.0,54056,132,140,7
83510.0,2010,Importé,2010-05-30,Non,Essence,Manuelle,Noir,2.0,1,3.0,115497,254,345,25
49580.0,2020,Importé,2020-02-17,Oui,Diesel,Automatique,noir,5.0,2,3.0,58543,254,190,10
22750.0,2019,France,2019-11-04,Non,Hybride essence électrique,Automatique,blanc metal,5.0,1,2.0,106176,92,140,7
